norm_title,tconst,titleType,startYear,runtimeMinutes,genres,averageRating,numVotes
scream,tt11245972,movie,2022,114,"Horror,Mystery,Thriller",6.3,186175.0
dog,tt11252248,movie,2022,101,"Comedy,Drama",6.5,52098.0
big eyes,tt1126590,movie,2014,106,"Biography,Crime,Drama",6.9,104388.0
burlesque,tt1126591,movie,2010,119,"Drama,Music,Musical",6.4,98996.0
morning glory,tt1126618,movie,2010,107,"Comedy,Drama,Romance",6.5,87263.0
licorice pizza,tt11271038,movie,2021,133,"Comedy,Drama,Romance",7.1,159684.0
the outlaws,tt11274492,movie,2023,95,"Action,Comedy,Crime",5.4,41414.0
dont look up,tt11286314,movie,2021,138,"Comedy,Drama,Sci-Fi",7.1,667336.0
the unbearable weight of massive talent,tt11291274,movie,2022,107,"Action,Comedy,Crime",7.0,178161.0
rebel ridge,tt11301886,movie,2024,131,"Action,Crime,Drama",6.8,101631.0
beast,tt11301946,movie,2022,155,"Action,Comedy,Crime",5.2,39164.0
wish,tt11304740,movie,2023,95,"Adventure,Animation,Comedy",5.5,49970.0
shutter island,tt1130884,movie,2010,138,"Drama,Mystery,Thriller",8.2,1634336.0
joker folie à deux,tt11315808,movie,2024,138,"Drama,Musical,Thriller",5.2,180817.0
shiva baby,tt11317142,movie,2020,77,"Comedy,Drama",7.1,41842.0
green lantern,tt1133985,movie,2011,114,"Action,Adventure,Sci-Fi",5.5,307964.0
takers,tt1135084,movie,2010,107,"Action,Crime,Drama",6.2,68393.0
renfield,tt11358390,movie,2023,93,"Action,Comedy,Fantasy",6.4,119140.0
the killer,tt1136617,movie,2023,118,"Action,Adventure,Crime",6.7,222070.0
death wish,tt1137450,movie,2018,107,"Action,Crime,Drama",6.3,83006.0
the dissident,tt11382384,movie,2020,119,"Crime,Documentary,Thriller",7.8,31054.0
kingdom of the planet of the apes,tt11389872,movie,2024,145,"Action,Adventure,Drama",6.8,167474.0
the ghost writer,tt1139328,movie,2010,128,"Crime,Drama,Mystery",7.2,176481.0
totally killer,tt11426232,movie,2023,106,"Comedy,Horror,Mystery",6.5,68340.0
frankenweenie,tt1142977,movie,2012,87,"Animation,Comedy,Drama",6.9,126007.0
runway 34,tt11460992,movie,2022,145,"Drama,Thriller",7.0,31568.0
the social dilemma,tt11464826,movie,2020,94,"Documentary,Drama",7.6,94045.0
jackass forever,tt11466222,movie,2022,96,"Action,Comedy,Documentary",6.8,54682.0
beastly,tt1152398,movie,2011,86,"Drama,Fantasy,Romance",5.5,81906.0
no sudden move,tt11525644,movie,2021,115,"Crime,Drama,Mystery",6.4,44845.0
relay,tt11539996,movie,2024,112,"Action,Drama,Thriller",7.0,33272.0
the karate kid,tt1155076,movie,2010,140,"Action,Drama,Family",6.3,225950.0
farha,tt11555492,movie,2021,92,Drama,8.0,91089.0
a complete unknown,tt11563598,movie,2024,141,"Biography,Drama,Music",7.3,115700.0
glass onion,tt11564570,movie,2022,139,"Comedy,Crime,Drama",7.1,519940.0
dune part one,tt1160419,movie,2021,155,"Action,Adventure,Drama",8.0,1030919.0
the colony,tt1160996,movie,2013,95,"Action,Horror,Sci-Fi",5.3,49266.0
the rite,tt1161864,movie,2011,114,"Drama,Horror,Mystery",6.0,105931.0
biutiful,tt1164999,movie,2010,148,"Drama,Romance",7.4,97827.0
riders of justice,tt11655202,movie,2020,116,"Action,Comedy,Drama",7.5,75258.0
the witcher nightmare of the wolf,tt11657662,movie,2021,83,"Action,Adventure,Animation",7.2,54960.0
jailer,tt11663228,movie,2023,168,"Action,Comedy,Crime",7.2,45692.0
the man from toronto,tt11671006,movie,2022,110,"Action,Adventure,Comedy",5.8,66466.0
22 bullets,tt1167638,movie,2010,117,"Action,Crime,Drama",6.6,37873.0
the hobbit the desolation of smaug,tt1170358,movie,2013,161,"Adventure,Fantasy",7.8,751187.0
downton abbey a new era,tt11703710,movie,2022,124,"Drama,Romance",7.4,38299.0
demolition,tt1172049,movie,2015,101,"Comedy,Drama",7.0,132626.0
the company men,tt1172991,movie,2010,104,Drama,6.7,50822.0
texas chainsaw massacre,tt11755740,movie,2022,81,"Crime,Drama,Horror",4.7,69825.0
all good things,tt1175709,movie,2010,101,"Crime,Drama,Mystery",6.2,63569.0
mean girls,tt11762114,movie,2024,112,"Comedy,Musical",5.5,40802.0
a hero,tt11777738,movie,2021,127,Drama,7.5,32964.0
a walk in the woods,tt1178665,movie,2015,104,"Adventure,Biography,Comedy",6.4,32188.0
cold in july,tt1179031,movie,2014,109,"Crime,Thriller",6.7,39520.0
from paris with love,tt1179034,movie,2010,92,"Action,Crime,Thriller",6.4,126801.0
a nightmare on elm street,tt1179056,movie,2010,95,"Crime,Drama,Horror",5.2,114679.0
6 souls,tt1179069,movie,2010,112,"Horror,Mystery,Thriller",6.0,38974.0
10 cloverfield lane,tt1179933,movie,2016,103,"Drama,Horror,Sci-Fi",7.2,382607.0
till death,tt11804152,movie,2021,91,"Horror,Thriller",5.9,31007.0
the banshees of inisherin,tt11813216,movie,2022,114,"Comedy,Drama",7.6,293960.0
black death,tt1181791,movie,2010,102,"Action,Drama,History",6.4,54411.0
you will meet a tall dark stranger,tt1182350,movie,2010,98,"Comedy,Drama,Romance",6.3,48773.0
memory,tt11827628,movie,2022,114,"Action,Crime,Thriller",5.8,41905.0
the fallout,tt11847410,movie,2021,96,Drama,7.0,42318.0
orphan first kill,tt11851548,movie,2022,99,"Crime,Drama,Horror",5.9,53735.0
when in rome,tt1185416,movie,2010,91,"Comedy,Romance",5.5,67059.0
the creator,tt11858890,movie,2023,133,"Action,Adventure,Drama",6.7,195512.0
prey,tt11866324,movie,2022,100,"Action,Adventure,Horror",7.1,270925.0
my name is khan,tt1188996,movie,2010,165,"Drama,Romance",7.9,122838.0
the skin i live in,tt1189073,movie,2011,120,"Drama,Mystery,Thriller",7.6,179592.0
the lincoln lawyer,tt1189340,movie,2011,118,"Crime,Drama,Mystery",7.3,269436.0
the stranger,tt11897478,movie,2022,117,"Crime,Drama,Thriller",6.6,30370.0
hocus pocus 2,tt11909878,movie,2022,103,"Comedy,Family,Fantasy",6.0,59056.0
rango,tt1192628,movie,2011,107,"Action,Adventure,Animation",7.3,317599.0
step up 3d,tt1193631,movie,2010,107,"Drama,Music,Romance",6.2,62280.0
the bourne legacy,tt1194173,movie,2012,135,"Action,Adventure,Thriller",6.6,327600.0
the fiveyear engagement,tt1195478,movie,2012,124,"Comedy,Drama,Romance",6.2,105024.0
diary of a wimpy kid,tt1196141,movie,2010,94,"Comedy,Drama,Family",6.3,65847.0
charlie countryman,tt1196948,movie,2013,103,"Comedy,Drama,Romance",6.3,30763.0
singham again,tt11976134,movie,2024,144,"Action,Crime,Drama",4.3,76133.0
vengeance,tt11976532,movie,2022,107,"Comedy,Music,Mystery",6.8,41582.0
david attenborough a life on our planet,tt11989890,movie,2020,83,"Biography,Documentary",8.9,35985.0
varisu,tt11998558,movie,2023,169,"Action,Comedy,Drama",5.9,41196.0
violent night,tt12003946,movie,2022,112,"Action,Comedy,Thriller",6.7,120944.0
watcher,tt12004038,movie,2022,96,"Drama,Horror,Mystery",6.3,61012.0
harry potter and the deathly hallows part 2,tt1201607,movie,2011,130,"Adventure,Family,Fantasy",8.1,1040123.0
furiosa a mad max saga,tt12037194,movie,2024,148,"Action,Adventure,Sci-Fi",7.5,317361.0
tyrannosaur,tt1204340,movie,2011,92,Drama,7.5,35270.0
the muppets,tt1204342,movie,2011,103,"Adventure,Comedy,Family",7.1,100777.0
last vegas,tt1204975,movie,2013,105,Comedy,6.6,140118.0
ouija,tt1204977,movie,2014,89,"Horror,Mystery,Thriller",4.5,61716.0
jack ryan shadow recruit,tt1205537,movie,2014,105,"Action,Drama,Thriller",6.2,142792.0
out of the furnace,tt1206543,movie,2013,116,"Crime,Drama,Thriller",6.7,131748.0
rambo last blood,tt1206885,movie,2019,89,"Action,Crime,Thriller",6.1,119159.0
moneyball,tt1210166,movie,2011,133,"Biography,Drama,Sport",7.6,506175.0
the lone ranger,tt1210819,movie,2013,150,"Action,Adventure,Drama",6.4,252510.0
doctor strange,tt1211837,movie,2016,115,"Action,Adventure,Fantasy",7.5,875259.0
escape plan,tt1211956,movie,2013,115,"Action,Thriller",6.7,270017.0
hereafter,tt1212419,movie,2010,129,"Drama,Fantasy,Romance",6.5,98228.0
the lost city of z,tt1212428,movie,2016,141,"Adventure,Biography,Drama",6.6,105438.0
the backup plan,tt1212436,movie,2010,104,"Comedy,Romance",5.3,54688.0
lawless,tt1212450,movie,2012,116,"Biography,Crime,Drama",7.2,262228.0
first man,tt1213641,movie,2018,141,"Biography,Drama,History",7.3,215242.0
london boulevard,tt1213648,movie,2010,103,"Crime,Drama",6.2,51693.0
the worlds end,tt1213663,movie,2013,109,"Action,Comedy,Sci-Fi",6.9,312142.0
metal lords,tt12141112,movie,2022,97,"Comedy,Music",6.7,36599.0
seeking justice,tt1214962,movie,2011,105,"Action,Drama,Mystery",6.1,49270.0
cars 2,tt1216475,movie,2011,106,"Adventure,Animation,Comedy",6.2,253620.0
kill the messenger,tt1216491,movie,2014,112,"Biography,Crime,Drama",6.9,50147.0
leap year,tt1216492,movie,2010,100,"Comedy,Romance",6.5,116173.0
brave,tt1217209,movie,2012,93,"Action,Adventure,Animation",7.1,477047.0
battle los angeles,tt1217613,movie,2011,116,"Action,Adventure,Sci-Fi",5.7,190192.0
limitless,tt1219289,movie,2011,105,"Sci-Fi,Thriller",7.4,645021.0
legend of the guardians the owls of gahoole,tt1219342,movie,2010,97,"Action,Adventure,Animation",6.9,91746.0
ghost in the shell,tt1219827,movie,2017,107,"Action,Crime,Drama",6.3,239002.0
resident evil afterlife,tt1220634,movie,2010,96,"Action,Horror,Sci-Fi",5.8,187078.0
zookeeper,tt1222817,movie,2011,102,"Comedy,Family,Fantasy",5.2,69460.0
65,tt12261776,movie,2023,93,"Action,Adventure,Sci-Fi",5.4,106032.0
thirteen lives,tt12262116,movie,2022,147,"Biography,Drama,Thriller",7.8,78458.0
get him to the greek,tt1226229,movie,2010,109,"Comedy,Music",6.3,190163.0
edge of darkness,tt1226273,movie,2010,117,"Action,Adventure,Drama",6.6,103295.0
extraction ii,tt12263384,movie,2023,122,"Action,Crime,Thriller",7.0,171923.0
the debt,tt1226753,movie,2010,113,"Drama,Thriller",6.8,73813.0
beautiful boy,tt1226837,movie,2018,120,"Biography,Drama",7.4,127039.0
iron man 2,tt1228705,movie,2010,124,"Action,Sci-Fi",6.9,933083.0
let me in,tt1228987,movie,2010,116,"Drama,Fantasy,Horror",7.1,132972.0
mission impossible ghost protocol,tt1229238,movie,2011,132,"Action,Adventure,Thriller",7.4,563745.0
anchorman 2 the legend continues,tt1229340,movie,2013,119,Comedy,6.3,201517.0
jane eyre,tt1229822,movie,2011,120,"Drama,Mystery,Romance",7.3,97522.0
due date,tt1231583,movie,2010,95,"Comedy,Drama",6.5,370996.0
hot tub time machine,tt1231587,movie,2010,99,"Comedy,Sci-Fi",6.4,197898.0
thats my boy,tt1232200,movie,2012,116,"Comedy,Drama",5.6,121139.0
21 jump street,tt1232829,movie,2012,109,"Action,Comedy,Crime",7.2,643201.0
ironclad,tt1233301,movie,2011,121,"Action,Drama,History",6.1,45265.0
greenberg,tt1234654,movie,2010,107,"Comedy,Drama,Romance",6.1,40301.0
red dawn,tt1234719,movie,2012,93,"Action,War",5.3,83656.0
robocop,tt1234721,movie,2014,117,"Action,Crime,Sci-Fi",6.1,248687.0
cuckoo,tt12349832,movie,2024,102,"Horror,Mystery,Thriller",5.7,33586.0
wild target,tt1235189,movie,2010,98,"Action,Comedy,Crime",6.7,42449.0
broken city,tt1235522,movie,2013,109,"Action,Crime,Drama",6.1,85854.0
drishyam 2,tt12361178,movie,2021,152,"Crime,Drama,Mystery",8.4,44577.0
zack snyders justice league,tt12361974,movie,2021,242,"Action,Adventure,Fantasy",7.9,471169.0
your highness,tt1240982,movie,2011,102,"Action,Adventure,Comedy",5.5,107573.0
sonic the hedgehog 2,tt12412888,movie,2022,122,"Action,Adventure,Comedy",6.5,115030.0
death note,tt1241317,movie,2017,101,"Crime,Drama,Fantasy",4.5,95722.0
i spit on your grave,tt1242432,movie,2010,108,"Horror,Thriller",6.2,102333.0
we need to talk about kevin,tt1242460,movie,2011,112,"Drama,Mystery,Thriller",7.4,180613.0
the tourist,tt1243957,movie,2010,103,"Action,Romance,Thriller",6.0,268260.0
aloha,tt1243974,movie,2015,105,"Comedy,Drama,Romance",5.4,77578.0
conviction,tt1244754,movie,2010,107,"Biography,Crime,Drama",7.2,48106.0
this is the end,tt1245492,movie,2013,107,"Comedy,Fantasy,Sci-Fi",6.6,454317.0
red,tt1245526,movie,2010,111,"Action,Comedy,Crime",7.0,338003.0
serena,tt1247690,movie,2014,109,"Drama,History,Romance",5.5,31973.0
decision to leave,tt12477480,movie,2022,139,"Crime,Drama,Mystery",7.3,68223.0
kickass,tt1250777,movie,2010,117,"Action,Comedy,Crime",7.6,619591.0
emancipation,tt12530246,movie,2022,132,"Action,Thriller",6.3,31078.0
spencer,tt12536294,movie,2021,117,"Biography,Drama",6.5,81749.0
300 rise of an empire,tt1253863,movie,2014,102,"Action,Drama,Fantasy",6.2,328293.0
immortals,tt1253864,movie,2011,110,"Action,Drama,Fantasy",6.0,182831.0
holmes watson,tt1255919,movie,2018,90,"Comedy,Crime,Mystery",3.9,41955.0
incendies,tt1255953,movie,2010,131,"Drama,Mystery,War",8.3,248195.0
sharper,tt12573454,movie,2023,116,"Crime,Drama,Thriller",6.7,38550.0
twisters,tt12584954,movie,2024,122,"Action,Adventure,Thriller",6.5,193062.0
the man with the iron fists,tt1258972,movie,2012,95,Action,5.4,65521.0
bullet train,tt12593682,movie,2022,127,"Action,Comedy,Thriller",7.3,530160.0
the cabin in the woods,tt1259521,movie,2011,95,"Horror,Mystery,Thriller",7.0,488291.0
den of thieves,tt1259528,movie,2018,140,"Action,Crime,Drama",7.0,152614.0
the union,tt12610390,movie,2024,107,"Action,Comedy,Thriller",5.5,57879.0
parallel mothers,tt12618926,movie,2021,123,Drama,7.1,40067.0
sex and the city 2,tt1261945,movie,2010,146,"Comedy,Drama,Romance",4.6,88332.0
scream 4,tt1262416,movie,2011,111,"Horror,Mystery",6.2,189839.0
wicked,tt1262426,movie,2024,160,"Fantasy,Musical,Romance",7.3,227062.0
the roommate,tt1265990,movie,2011,91,"Drama,Horror,Thriller",4.8,43647.0
hercules,tt1267297,movie,2014,98,"Action,Adventure,Fantasy",6.0,171456.0
malcolm marie,tt12676326,movie,2021,106,"Drama,Romance",6.6,43326.0
the hand of god,tt12680684,movie,2021,130,Drama,7.3,54043.0
a very harold kumar christmas,tt1268799,movie,2011,90,"Adventure,Comedy",6.2,75182.0
the devils double,tt1270262,movie,2011,109,"Biography,Drama,Thriller",7.0,65328.0
dont be afraid of the dark,tt1270761,movie,2010,99,"Fantasy,Horror,Thriller",5.5,52175.0
venom,tt1270797,movie,2018,112,"Action,Adventure,Sci-Fi",6.6,603473.0
xmen first class,tt1270798,movie,2011,131,"Action,Sci-Fi",7.7,762060.0
2 guns,tt1272878,movie,2013,109,"Action,Comedy,Crime",6.7,236846.0
old henry,tt12731980,movie,2021,99,"Action,Drama,Western",7.3,44773.0
a serbian film,tt1273235,movie,2010,104,"Horror,Mystery,Thriller",4.9,79689.0
kalki 2898 ad,tt12735488,movie,2024,180,"Action,Adventure,Sci-Fi",7.0,75457.0
the spy next door,tt1273678,movie,2010,94,"Action,Comedy,Family",5.5,49477.0
leave the world behind,tt12747748,movie,2023,138,"Drama,Mystery,Thriller",6.4,240712.0
host,tt12749596,movie,2020,57,"Horror,Mystery",6.5,49933.0
tetris,tt12758060,movie,2023,118,"Biography,Drama,History",7.4,106004.0
looper,tt1276104,movie,2012,119,"Action,Drama,Sci-Fi",7.4,627140.0
a royal affair,tt1276419,movie,2012,137,"Biography,Drama,History",7.5,53909.0
madagascar 3 europes most wanted,tt1277953,movie,2012,93,"Adventure,Animation,Comedy",6.8,216170.0
belfast,tt12789558,movie,2021,98,"Biography,Drama",7.2,117341.0
date night,tt1279935,movie,2010,88,"Comedy,Crime,Romance",6.3,179189.0
luca,tt12801262,movie,2021,95,"Adventure,Animation,Comedy",7.4,221570.0
easy a,tt1282140,movie,2010,92,"Comedy,Drama,Romance",7.0,442239.0
your place or mine,tt12823454,movie,2023,109,"Comedy,Romance",5.7,44367.0
raksha bandhan,tt12834962,movie,2022,108,"Comedy,Drama,Family",5.5,31660.0
space sweepers,tt12838766,movie,2021,136,"Action,Adventure,Drama",6.5,31001.0
pathaan,tt12844910,movie,2023,146,"Action,Adventure,Thriller",5.8,165800.0
bad teacher,tt1284575,movie,2011,92,"Comedy,Romance",5.7,222399.0
the strangers prey at night,tt1285009,movie,2018,85,Horror,5.3,40085.0
the social network,tt1285016,movie,2010,120,"Biography,Drama",7.8,815876.0
don 2,tt1285241,movie,2011,148,"Action,Crime,Thriller",7.1,61886.0
the invitation,tt12873562,movie,2022,105,"Horror,Thriller",5.3,40351.0
evil dead,tt1288558,movie,2013,91,"Horror,Thriller",6.5,211678.0
my octopus teacher,tt12888462,movie,2020,85,"Documentary,Drama",8.1,70790.0
ghostbusters,tt1289401,movie,2016,117,"Action,Comedy,Fantasy",6.8,258143.0
the guernsey literary and potato peel pie society,tt1289403,movie,2018,124,"Drama,Romance,War",7.3,57668.0
mr harrigans phone,tt12908110,movie,2022,104,"Drama,Horror,Mystery",6.0,44120.0
the life of chuck,tt12908150,movie,2024,111,"Drama,Fantasy,Sci-Fi",7.3,64748.0
teenage mutant ninja turtles,tt1291150,movie,2014,101,"Action,Adventure,Animation",5.8,229566.0
solace,tt1291570,movie,2015,101,"Crime,Drama,Mystery",6.4,73672.0
adipurush,tt12915716,movie,2023,179,"Action,Drama",2.6,137193.0
behind the candelabra,tt1291580,movie,2013,118,"Biography,Drama,Music",7.0,47181.0
warrior,tt1291584,movie,2011,140,"Action,Drama,Sport",8.1,527106.0
the exorcist believer,tt12921446,movie,2023,111,Horror,4.8,50416.0
how to be single,tt1292566,movie,2016,110,"Comedy,Drama,Romance",6.1,98999.0
xxx return of xander cage,tt1293847,movie,2017,107,"Action,Adventure,Thriller",5.2,101556.0
the last song,tt1294226,movie,2010,107,"Drama,Music,Romance",6.0,95860.0
last night,tt1294688,movie,2010,93,"Drama,Romance",6.5,52570.0
blitz,tt1297919,movie,2011,97,"Action,Adventure,Crime",6.2,96163.0
the hustle,tt1298644,movie,2019,93,"Comedy,Crime",5.5,72166.0
the watch,tt1298649,movie,2012,102,"Comedy,Sci-Fi",5.7,137590.0
pirates of the caribbean on stranger tides,tt1298650,movie,2011,136,"Action,Adventure,Fantasy",6.6,604795.0
american murder the family next door,tt12987894,movie,2020,83,"Crime,Documentary",7.2,37342.0
iron man 3,tt1300854,movie,2013,130,"Action,Adventure,Sci-Fi",7.1,961438.0
the irishman,tt1302006,movie,2019,209,"Biography,Crime,Drama",7.8,470292.0
kung fu panda 2,tt1302011,movie,2011,90,"Action,Adventure,Animation",7.3,354751.0
army of thieves,tt13024674,movie,2021,127,"Action,Comedy,Crime",6.4,97479.0
enthiran,tt1305797,movie,2010,174,"Action,Sci-Fi,Thriller",7.2,33395.0
5050,tt1306980,movie,2011,100,"Comedy,Drama,Romance",7.6,353222.0
seeking a friend for the end of the world,tt1307068,movie,2012,101,"Adventure,Comedy,Drama",6.7,123083.0
the happytime murders,tt1308728,movie,2018,91,"Action,Comedy,Crime",5.5,32114.0
bullet to the head,tt1308729,movie,2012,92,"Action,Crime,Thriller",5.7,54272.0
one life,tt13097932,movie,2023,109,"Biography,Drama,History",7.5,39728.0
the trip,tt13109952,movie,2021,113,"Action,Comedy,Horror",6.9,30465.0
kill your darlings,tt1311071,movie,2013,104,"Biography,Drama,Romance",6.4,43259.0
animal kingdom,tt1313092,movie,2010,113,"Crime,Drama,Thriller",7.2,63267.0
shehzada,tt13130948,movie,2023,142,"Action,Comedy,Drama",4.5,32256.0
mission majnu,tt13131232,movie,2023,129,"Action,Drama,History",6.9,45577.0
borat subsequent moviefilm,tt13143964,movie,2020,95,Comedy,6.6,164142.0
devil,tt1314655,movie,2010,80,"Horror,Mystery,Thriller",6.3,165502.0
rise of the planet of the apes,tt1318514,movie,2011,105,"Action,Drama,Sci-Fi",7.6,603979.0
mufasa the lion king,tt13186482,movie,2024,118,"Adventure,Animation,Drama",6.6,81593.0
uglies,tt13186604,movie,2024,100,"Action,Adventure,Drama",4.7,36699.0
the last exorcism,tt1320244,movie,2010,87,"Horror,Mystery,Thriller",5.7,54242.0
the expendables,tt1320253,movie,2010,103,"Action,Adventure,Thriller",6.4,379611.0
gullivers travels,tt1320261,movie,2010,85,"Adventure,Comedy,Family",4.9,77627.0
death at a funeral,tt1321509,movie,2010,92,"Comedy,Drama",5.7,56931.0
in the heights,tt1321510,movie,2021,143,"Drama,Musical,Romance",7.2,55644.0
oldboy,tt1321511,movie,2013,104,"Action,Drama,Mystery",5.8,84764.0
the beaver,tt1321860,movie,2011,91,Drama,6.6,52154.0
gangster squad,tt1321870,movie,2013,113,"Action,Crime,Drama",6.7,228478.0
august osage county,tt1322269,movie,2013,121,"Comedy,Drama",7.2,99374.0
going the distance,tt1322312,movie,2010,102,"Comedy,Romance",6.3,61182.0
beast,tt13223398,movie,2022,93,"Action,Adventure,Drama",5.6,47870.0
frozen,tt1323045,movie,2010,93,"Adventure,Thriller",6.1,87098.0
despicable me,tt1323594,movie,2010,95,"Adventure,Animation,Comedy",7.6,629811.0
past lives,tt13238346,movie,2023,105,"Drama,Romance",7.8,170782.0
the twilight saga breaking dawn part 1,tt1324999,movie,2011,117,"Adventure,Drama,Fantasy",5.0,272130.0
the twilight saga eclipse,tt1325004,movie,2010,124,"Action,Adventure,Drama",5.1,280371.0
the lucky one,tt1327194,movie,2012,101,"Drama,Mystery,Romance",6.4,118171.0
reptile,tt13274016,movie,2023,134,"Crime,Drama,Mystery",6.8,108992.0
the butler,tt1327773,movie,2013,132,"Biography,Drama",7.2,123552.0
napoleon,tt13287846,movie,2023,158,"Action,Adventure,Biography",6.3,185195.0
day shift,tt13314558,movie,2022,113,"Action,Comedy,Fantasy",6.1,98715.0
the lost city,tt13320622,movie,2022,112,"Action,Adventure,Comedy",6.1,175784.0
slumberland,tt13320662,movie,2022,117,"Adventure,Comedy,Drama",6.7,35866.0
do revenge,tt13327038,movie,2022,118,"Comedy,Drama,Romance",6.3,56719.0
movie 43,tt1333125,movie,2013,94,Comedy,4.4,119969.0
the resident,tt1334102,movie,2011,91,"Crime,Drama,Horror",5.3,30584.0
