movie_title,norm_title,year,critics_consensus,review_date,tomatometer_rating
The Bad News Bears,the bad news bears,1976,"The Bad News Bears is rude, profane, and cynical, but shot through with honest, unforced humor, and held together by a deft, understated performance from Walter Matthau.",1976-04-07,97.0
Bang The Drum Slowly,bang the drum slowly,2001,Bang the Drum Slowly is a touching melodrama that explores the inner workings of a baseball club and its players' personalities with remarkable depth.,2001-04-26,92.0
Beauty and The Beast (La Belle et la bête),beauty and the beast la belle et la bête,2000,"With its magical optical effects and enchanting performances, Jean Cocteau's Beauty and the Beast remains the most surreal -- and soulful -- of the fairy tale's film adaptations.",2000-01-01,95.0
The Big Sleep,the big sleep,2000,"A perfect match of screenplay, director, and leading man, The Big Sleep stands as a towering achievement in film noir whose grim vitality remains undimmed.",2000-01-01,97.0
The Birds,the birds,1963,"Proving once again that build-up is the key to suspense, Alfred Hitchcock successfully turned birds into some of the most terrifying villains in horror history.",1963-03-28,95.0
Black Christmas,black christmas,2002,"The rare slasher with enough intelligence to wind up the tension between bloody outbursts, Black Christmas offers fiendishly enjoyable holiday viewing for genre fans.",2002-02-28,71.0
The Black Hole,the black hole,2000,"While lavishly crafted and brimming with ambitious ideas, The Black Hole probes the depths of space with an unexciting story and hokey melodrama.",2000-01-01,38.0
Black Rain,black rain,2001,"Black Rain has its fair share of Ridley Scott's directorial flair, but its paint-by-numbers story never rises above genre conventions.",2001-08-01,50.0
Black Sunday,black sunday,2003,"A smart, tense thriller from director John Frankenheimer, Black Sunday succeeds on a technical level, even if it fails to bring its characters to vivid life.",2003-05-20,69.0
Blind Date,blind date,2000,"Blind Date has all the ingredients for a successful madcap comedy, but the end results suggest director Blake Edwards has lost his once-reliable touch.",2000-01-01,21.0
Der Blaue Engel (The Blue Angel),der blaue engel the blue angel,2000,Marlene Dietrich steals more than one show in this backstage tragedy about a lowly professor besotted with a cruel and enigmatic singer.,2000-01-01,96.0
Born Yesterday,born yesterday,2002,"Marrying screwball romance with political satire, Born Yesterday is a substantive romp with a ferociously smart performance by Judy Holliday as an uncouth bombshell.",2002-07-14,97.0
The Bounty,the bounty,2000,"Thanks in large part to its cast, and Anthony Hopkins in particular, The Bounty's retelling of the mutiny on the HMS Bounty is an intelligent, engaging adventure saga.",2000-01-01,74.0
The Boys from Brazil,the boys from brazil,2000,"Its story takes some dubious turns, but a high-caliber cast and a gripping pace fashion The Boys from Brazil into an effective thriller.",2000-01-01,69.0
Brewster's Millions,brewsters millions,2002,"With Richard Pryor's trademark ribald humor tamped down, Brewster's Millions feels like a missed opportunity to update a classic story.",2002-05-04,35.0
Brian's Song,brians song,2002,"Buoyed by standout performances from James Caan and Billy Dee Williams, Brian's Song is a touching tale of friendship whose central relationship transcends its standard sports movie moments.",2002-08-14,92.0
Brief Encounter,brief encounter,2000,"Brief Encounter adds a small but valuable gem to the Lean filmography, depicting a doomed couple's illicit connection with affecting sensitivity and a pair of powerful performance.",2000-01-01,91.0
Broken Blossoms,broken blossoms,2000,"Thought-provoking and beautifully filmed, D.W. Griffith's Broken Blossoms presents a master at the top of his form.",2000-01-01,95.0
Butch Cassidy and the Sundance Kid,butch cassidy and the sundance kid,2000,"With its iconic pairing of Paul Newman and Robert Redford, jaunty screenplay and Burt Bacharach score, Butch Cassidy and the Sundance Kid has gone down as among the defining moments in late-'60s American cinema.",2000-01-01,90.0
Bye Bye Birdie,bye bye birdie,2000,"A poppy satire on pop music, Bye Bye Birdie is silly, light, and very, very pink.",2000-01-01,89.0
Cape Fear,cape fear,2001,"An exemplary thriller powered by Robert Mitchum's chilling performance and Bernard Herrmann's sinister score, Cape Fear seethes with perfectly modulated tension.",2001-09-26,100.0
Carnival of Souls,carnival of souls,2000,"Carnival of Souls offers delightfully chilling proof that when it comes to telling an effective horror story, less can often be much, much more.",2000-01-01,86.0
Carrie,carrie,2000,"Carrie is a horrifying look at supernatural powers, high school cruelty, and teen angst -- and it brings us one of the most memorable and disturbing prom scenes in history.",2000-01-01,93.0
Casablanca,casablanca,1943,"An undisputed masterpiece and perhaps Hollywood's quintessential statement on love and romance, Casablanca has only improved with age, boasting career-defining performances from Humphrey Bogart and Ingrid Bergman.",1943-06-01,99.0
Casino Royale,casino royale,2002,"A goofy, dated parody of spy movie clichés, Casino Royale squanders its all-star cast on a meandering, mostly laugh-free script.",2002-07-25,25.0
Cat on a Hot Tin Roof,cat on a hot tin roof,2000,"Paul Newman and Elizabeth Taylor are at the height of their glamor and performing prowess in this feverish adaptation of Tennessee Williams' play, with a subtext of sexual repression providing an electric undercurrent.",2000-01-01,97.0
Cat People,cat people,2000,"Influential noir director Jacques Tourneau infused this sexy, moody horror film with some sly commentary about the psychology and the taboos of desire.",2000-01-01,95.0
Cat People,cat people,2000,"Paul Schrader's kinky reimagining of Cat People may prove too grisly and lurid for some audiences, but its provocative style and Natassja Kinski's hypnotic performance should please viewers who like a little gasoline with their fire.",2000-01-01,61.0
Charade,charade,1963,"A globetrotting caper that prizes its idiosyncratic pieces over the general puzzle, Charade is a delightful romp with Cary Grant and Audrey Hepburn's sparkling chemistry at the center of some perfectly orchestrated mayhem.",1963-12-05,94.0
Charlotte's Web,charlottes web,2001,"That's some pig, with spirited vocal performances and a charmingly family-friendly adaptation of E.B. White's winsome story spun around him.",2001-06-09,77.0
Children of the Corn,children of the corn,2002,Children of the Corn's strong premise and beginning gets shucked away for a kiddie thriller that runs in circles.,2002-06-23,35.0
A Christmas Story,a christmas story,1983,"Both warmly nostalgic and darkly humorous, A Christmas Story deserves its status as a holiday perennial.",1983-11-18,89.0
Cimarron,cimarron,1931,"Cimarron is supported by a strong performance from Irene Dunne, but uneven in basically every other regard, and riddled with potentially offensive stereotypes.",1931-01-26,50.0
Cleopatra,cleopatra,2001,"Cleopatra is a lush, ostentatious, endlessly eye-popping epic that sags collapses from a (and how could it not?) four-hour runtime.",2001-03-21,62.0
Colors,colors,1988,"Colors takes a hard-hitting yet nuanced look at urban gang violence, further elevated by strong performances from a pair of well-matched leads.",1988-04-15,82.0
Commando,commando,2000,"The ultimate '80s Schwarzenegger movie, replete with a threadbare plot, outsized action, and endless one-liners.",2000-01-01,71.0
Creature from the Black Lagoon,creature from the black lagoon,2000,"A solid, atmospheric creature feature that entertains without attempting to be deeper than it needs.",2000-01-01,79.0
Dangerous Liaisons,dangerous liaisons,1988,"Stylish, seductive, and clever, Stephen Frears' adaptation is a wickedly entertaining exploration of sexual politics.",1988-01-01,93.0
Day of the Dead,day of the dead,2000,"Day of the Dead may arguably be the least haunting entry in George A. Romero's undead trilogy, but it will give audiences' plenty to chew on with its shocking gore and scathing view of society.",2000-01-01,81.0
The Day the Earth Stood Still,the day the earth stood still,1951,"Socially minded yet entertaining, The Day the Earth Stood Still imparts its moral of peace and understanding without didacticism.",1951-01-01,95.0
Death in Venice,death in venice,2003,"Luchino Visconti's Death in Venice is one of his emptier meditations on beauty, but fans of the director will find his knack for sumptuous visuals remains intact.",2003-01-23,71.0
Doctor Zhivago,doctor zhivago,2000,"It may not be the best of David Lean's epics, but Dr. Zhivago is still brilliantly photographed and sweepingly romantic.",2000-01-01,84.0
Dr. Jekyll and Mr. Hyde,dr jekyll and mr hyde,2001,"A classic. The definitive version of the Robert Louis Stevenson novella from 1931, with innovative special effects, atmospheric cinematography and deranged overacting.",2001-09-25,90.0
How the Grinch Stole Christmas,how the grinch stole christmas,2000,How the Grinch Stole Christmas brings an impressive array of talent to bear on an adaptation that honors a classic holiday story -- and has rightfully become a yuletide tradition of its own.,2000-01-01,100.0
Dracula,dracula,2000,Bela Lugosi's timeless portrayal of Dracula in this creepy and atmospheric 1931 film has set the standard for major vampiric roles since.,2000-01-01,92.0
Dragnet,dragnet,2000,"While it's sporadically funny and certainly well-cast, Dragnet is too clumsy and inconsistent to honor its classic source material.",2000-01-01,51.0
Dressed to Kill,dressed to kill,2001,"With arresting visuals and an engrossingly lurid mystery, Dressed to Kill stylishly encapsulates writer-director Brian De Palma's signature strengths.",2001-08-28,80.0
Duel,duel,2000,"Duel makes brilliant use of its simple premise, serving up rock-solid genre thrills while heralding the arrival of a generational talent behind the lens.",2000-01-01,88.0
Dune,dune,1984,"This truncated adaptation of Frank Herbert's sci-fi masterwork is too dry to work as grand entertainment, but David Lynch's flair for the surreal gives it some spice.",1984-12-14,53.0
The Elephant Man,the elephant man,2000,"David Lynch's relatively straight second feature finds an admirable synthesis of compassion and restraint in treating its subject, and features outstanding performances by John Hurt and Anthony Hopkins.",2000-01-01,92.0
The Enforcer,the enforcer,2000,"Though the slightest hints of series fatigue begin to emerge, The Enforcer delivers riveting action and better humor than its predecessors.",2000-01-01,68.0
Escape from New York,escape from new york,2000,"Featuring an atmospherically grimy futuristic metropolis, Escape from New York is a strange, entertaining jumble of thrilling action and oddball weirdness.",2000-01-01,86.0
Fahrenheit 451,fahrenheit 451,2000,Fahrenheit 451 is an intriguing film that suffuses Truffaut's trademark wit and black humor with the intelligence and morality of Ray Bradbury's novel.,2000-01-01,81.0
Fatal Attraction,fatal attraction,1987,"A potboiler in the finest sense, Fatal Attraction is a sultry, juicy thriller that's hard to look away from once it gets going.",1987-09-11,76.0
